Cites,Authors,Year
54,"C Kelemen|S Chien|GM Artmann",2001
54,"S Chien|SJ Lin|S Weinbaum|MML Lee|KM Jan",1988
54,"RY Chen|S Chien",1977
53,"S Chien|RG King|AA Kaperonis|S Usami",1982
52,"S Lu|M Ouyang|J Seong|J Zhang|S Chien|Y Wang",2008
52,"Y Zhao|S Chien|R Skalak",1995
51,"J Zhou|PL Lee|CS Tsai|CI Lee|TL Yang|HS Chuang|WW Lin|TE Lin",2012
51,S Chien,2008
51,"S Gallik|S Usami|KM Jan|S Chien",1989
51,"EA Schmalzer|R Skalak|S Usami|M Vayo|S Chien",1983
51,"S Chien|RJ Dellenback|S Usami|K Treitel|C Chang|MI Gregersen",1966
50,"C Lee|J Lou|K Wen|M McKane|SG Eskin|S Ono|S Chien",2013
50,"S Li|JJ Moon|H Miao|G Jin|BPC Chen|S Yuan|Y Hu|S Usami|S Chien",2003
49,"A Makino|M Glogauer|GM Bokoch|S Chien|GW Schmid-Schonbein",2005
49,"V Labrador|KD Chen|YS Li|S Muller|JF Stoltz|S Chien",2003
49,"LA Sung|S Chien|YS Fan|CC Lin|K Lambert|L Zhu|JS Lam|LS Chang",1992
49,"WH Reinhart|SJ Danoff|RG King|S Chien",1985
49,"S Chien|L Laufer|DA Handley",1982
48,A Chabanel,1990
48,S Chien,1976
48,"PM Scholz|JH Karis|FE Gump|JM Kinney|S Chien",1975
47,"L Wen|Z Chen|F Zhang|X Cui|W Sun|GG Geary|Y Wang|DA Johnson",2013
47,"B Gongol|T Marin|IC Peng|B Woo|M Martin|S King|W Sun|DA Johnson",2013
47,"DA Brafman|S Chien|K Willert",2012
47,"C Wee Gan|S Chien|SS Feng",2010
47,"S Li|RS Piotrowicz|EG Levin|YJ Shyy|S Chien",1996
46,"LE Goldfinger|E Tzima|R Stockton|WB Kiosses|K Kinbara|E Tkachenko",2008
46,"S Kim|G Schuessler|S Chien",1983
46,"S Usami|RG King|S Chien|R Skalak|CR Huang|AL Copley",1975
45,"S Chien|LA Sung",1990
45,"S Chien|KUOLIP SUNG|GW SCHMID‐SCHÖNBEIN|R Skalak",1987
45,"A Chabanel|RE Abbott|S Chien|D Schachter",1985
45,"MI Gregersen|H Sear|RA Rawson|S Chien|GL Saiger",1958
44,"J Du|Y Zu|J Li|S Du|Y Xu|L Zhang|L Jiang|Z Wang|S Chien|C Yang",2016
44,"DA Brafman|S De Minicis|E Seki|KD Shah|D Teng|D Brenner|K Willert",2009
44,"HH Lipowsky|S Usami|S Chien|RN Pittman",1982
44,"HH Lipowsky|S Usami|S Chien|RN Pittman",1980
44,"S Usami|S Chien",1973
44,"RJ Dellenback|S Chien",1970
43,"W Yao|L Gu|D Sun|W Ka|Z Wen|S Chien",2003
42,"J Zhou|YS Li|KC Wang|S Chien",2014
42,"Y Wang|J Chang|KD Chen|S Li|JYS Li|C Wu|S Chien",2007
42,"RRK Chang|NTY Chien|CH Chen|KM Jan|GW Schmid-Schönbein",1992
42,S Chien,1980
41,"S Ecker|L Chen|V Pancaldi|FO Bagger|JM Fernández",2017
41,"X Sun|Y Fu|M Gu|L Zhang|D Li|H Li|S Chien|JYJ Shyy|Y Zhu",2016
41,"S Busche|B Ge|R Vidal|JF Spinella|V Saillour|C Richer|J Healy",2013
41,"GM Artmann|KL Sung|T Horn|D Whittemore|G Norwich|S Chien",1997
41,"T Itoh|S Chien|S Usami",1995
41,"AL Huang|KM Jan|S Chien",1992
41,"KL Sung|LA Sung|M Crimmins|SJ Burakoff|S Chien",1988
41,"E Schmalzer|S Chien|AK Brown",1982
41,"GW Tietjen|S Chien|EC Leroy|I Gavras|H Gavras|FE Gump",1975
40,"V Iotchkova|J Huang|JA Morris|D Jain|C Barbieri|K Walter|JL Min",2016
39,"L Zeng|Y Zhang|S Chien|X Liu|JYJ Shyy",2003
38,"CR Yeh|JJ Chiu|CI Lee|PL Lee|YT Shih|JS Sun|S Chien|CK Cheng",2010
38,"SW Chang Chien|MC Wang|CC Huang|K Seshaiah",2007
38,"X Qin|J Tian|P Zhang|Y Fan|L Chen|Y Guan|Y Fu|Y Zhu|S Chien",2007
38,"Z Zeng|X Liu|Y Jiang|G Wang|J Zhan|J Guo|W Yao|D Sun|W Ka",2006
38,"YT Shiu|S Li|S Yuan|YX Wang|P Nguyen|S Chien",2003
38,"AA Kaperonis|CB Michelsen|J Askanazi|JM Kinney|S Chien",1988
38,"S Chien|RJ Dellenback|S Usami|GVF Seaman|MI Gregersen",1968
37,"WK Ong|HF Chen|CT Tsai|YJ Fu|YS Wong|DJ Yen|TH Chang",2013
37,"GM Artmann|L Burns|JM Canaves|A Temiz-Artmann",2004
37,"YL Hu|S Chien",1997
37,"RY Chen|FC Fan|GB Schuessler|S Chien",1982
37,"MI Gregersen|B Peric|S Usami|S Chien",1963
36,"CYY Chang|YT Chang|SC Chien|SS Yu|YC Hung|WC Lin",2010
36,"Z Zeng|X Xu|Y Zhang|J Xing|J Long|L Gu|X Wang|D Sun|W Ka",2007
36,"Y Zhao|BPC Chen|H Miao|S Yuan|YS Li|Y Hu|DM Rocke|S Chien",2002
36,"CH Wu|CS Lin|JS Hung|CJ Wu|PH Lo|G Jin|YJ Shyy|SJT Mao",2001
36,"KL Sung|MM Frojmovic|TE O'toole|C Zhu|MH Ginsberg|S Chien",1993
36,S Chien,1992
35,"Z Chen|S Li|S Subramaniam|JYJ Shyy|S Chien",2017
35,"J Zhou|PL Lee|CI Lee|SY Wei|SH Lim|TE Lin|S Chien|JJ Chiu",2013
35,"Y Zhu|H Liao|N Wang|KS Ma|LK Verna|JYJ Shyy|S Chien",2001
35,"LM Chi|W Wu|KLP Sung|S Chien",1990
35,"S Kim|HH Lipowsky|S Usami|S Chien",1984
34,"JJ Chiu|PL Lee|SF Chang|LJ Chen|CI Lee|KM Lin|S Usami|S Chien",2005
34,"G Jin|JCH Wu|YS Li|YL Hu|JYJ Shyy|S Chien",2000
34,"R Skalak|S Chien",1981
33,"LJ Chen|L Chuang|YH Huang|J Zhou|SH Lim|CI Lee|WW Lin|TE Lin",2015
33,"X Wang|X Fang|J Zhou|Z Chen|B Zhao|L Xiao|A Liu|YSJ Li|JYJ Shyy",2013
33,"KL Sung|P Kuhlman|F Maldonado|BA Lollo|S Chien|AA Brian",1992
33,"S Kim|F Fan|RYZ Chen|S Simchon|GB Schuessler|S Chien",1980
32,"TL Marin|B Gongol|F Zhang|M Martin|DA Johnson|H Xiao|Y Wang",2017
32,"D Teng|JS Pannell|RC Rennert|J Li|YS Li|VW Wong|S Chien",2015
31,"YC Kuo|TH Chang|WT Hsu|J Zhou|HH Lee|J Hui‐Chun Ho|S Chien",2015
31,"A Chabanel|KL Sung|J Rapiejko|JT Prchal|J Palek|SC Liu|S Chien",1989
31,"KM Jan|W Reinhart|S Chien|A Berke|E Powers|A Nichols|R Watson",1985
30,"CC Hung|YN Su|CY Lin|CC Yang|WT Lee|SC Chien|WL Lin|CN Lee",2005
30,"WR Hendee|S Chien|CD Maynard|DJ Dean",2002
30,"MM Lee|GB Schuessler|S Chien",1988
30,"R Skalak|M Hanss|S Chien",1983
30,S Chien,1976
30,"S Usami|V Magazinovic|S Chien|MI Gregersen",1970
30,"S Chien|DG Sinclair|C Chang|B Peric|RJ Dellenback",1964
29,"HKM Vollan|OM Rueda|SF Chin|C Curtis|G Turashvili|S Shah",2015
29,"FC Su|CC Wu|S Chien",2011
29,"ML Sung|CC Wu|HI Chang|CK Yen|HJ Chen|JC Cheng|S Chien",2009
29,"CC Yeh|HI Chang|JK Chiang|WT Tsai|LM Chen|CP Wu|S Chien",2009
29,"PI Brånemark|HG Gröndahl|BK Brånemark",2005
29,"H Miao|S Yuan|Y Wang|A Tsygankov|S Chien",2002
29,"GB Wen|S Weinbaum|P Ganatos|R Pfeffer|S Chien",1988
29,"S Simchon|KM Jan|S Chien",1988
29,"LA Sung|EA Kabat|S Chien",1985
29,"MML Lee|S Chien",1979
29,"AM Burke|S Chien|JG McMurtry|DO Quest",1979
29,"S Chien|B Peric|S Usami",1962
29,"JA Uram|L Friedman|OL Kline",1958
28,TT Chen,2016
28,"I Lorenzen-Schmidt|GW Schmid-Schönbein|WR Giles|AD McCulloch",2006
28,"S Heydarkhan-Hagvall|S Chien|S Nelander|YC Li|S Yuan|J Lao",2006
28,"S Chien|JYJ Shyy",1998
28,"S Chien|LA Sung|MML Lee|R Skalak",1992
28,"S Simchon|RY Chen|RD Carlin|FC Fan|KM Jan|S Chien",1986
28,"F Fan|RY Chen|GB Schuessler|S Chien",1979
28,"MI Gregersen|S Usami|B Peric|C Chang|D Sinclair|S Chien",1963
28,"S Usami|B Peric|S Chien",1962
27,"B Chen|X Dai|B He|K Pan|H Li|X Liu|Y Bao|W Lao|X Wu|Y Yao",2015
27,"L Zeng|G Wang|D Ummarino|A Margariti|Q Xu|Q Xiao|W Wang",2013
27,Y Zhu,2011
27,"Z Zeng|W Yao|X Xu|G Xu|J Long|X Wang|Z Wen|S Chien",2009
27,"C Kai|LI Dan|YH Jiang|WJ Yao|XJ Wang|XC Wei|GAO Jing|L De Xie",2004
27,"S Weinbaum|P Ganatos|R Pfeffer|GB Wen|M Lee|S Chien",1988
27,"A Chabanel|D Schachter|S Chien",1987
27,"R Skalak|S Chien",1983
27,"S Chien|MM Lee|LS Laufer|DA Handley|S Weinbaum|CG Caro",1981
27,"H Somer|S Chien|LA Sung|A Thurn",1979
27,"PM Scholz|JM Kinney|S Chien",1975
27,"S Chien|GW Cooper|K Jan|LH Miller|C Howe|S Usami|P Lalezari",1974
26,"Y Miao|NE Ajami|TS Huang|FM Lin|CH Lou|YT Wang|S Li|J Kang",2018
26,"LM Polfus|RK Khajuria|UM Schick|N Pankratz|R Pazoki|JA Brody",2016
26,"YX Qi|QP Yao|K Huang|Q Shi|P Zhang|GL Wang|Y Han|H Bao",2016
26,"YS Liu|YA Liu|CJ Huang|MH Yen|CT Tseng|S Chien|OK Lee",2015
26,"GM Artmann|S Chien",2008
26,"EA Schmalzer|RS Manning|S Chien",1989
26,"WH Reinhart|S Chien",1988
26,"DA Handley|S Chien",1987
26,"S Chien|MT Peng|KP Chen|TF Huang|C Chang|HS Fang",1975
25,"M Schmidts|Y Hou|CR Cortés|DA Mans|C Huber|K Boldt|M Patel",2015
25,"HH Lee|HC Lee|CC Chou|SS Hur|K Osterday|JC del Álamo",2013
25,"S Huang|H Tian|Z Chen|T Yu|A Xu",2010
25,"HH Lipowsky|S Chien",1989
25,"WL Young|K Josovitz|O Morales|S Chien",1987
25,S Chien,1984
25,"DA Handley|S Chien",1983
25,"A Tözeren|R Skalak|KL Sung|S Chien",1982
25,S Chien,1978
25,S Chien,1963
24,"WA Cheung|X Shao|A Morin|V Siroux|T Kwan|B Ge|D Aïssi|L Chen",2017
24,"JB DuRose|J Li|S Chien|DH Spector",2012
24,"Z Wen|L Song|Z Yan|Z Lu|D Sun|Y Shi|S Chien",1998
24,"AL Baldwin|S Chien",1984
24,"S Usami|S Chien|MI Gregersen",1971
23,"TS Huang|KC Wang|S Quon|P Nguyen|TY Chang|Z Chen|YS Li",2017
23,"KC Wang|P Nguyen|A Weiss|YT Yeh|HS Chien|A Lee|D Teng",2014
23,"YH Chien|ME Werner|J Stubbs|MS Joens|J Li|S Chien|JAJ Fitzpatrick",2013
23,"JC Hansen|R Skalak|S Chien|A Hoger",1997
23,"T Itoh|S Chien|S Usami",1992
23,"S Chien|S Feng|M Vayo|LA Sung|S Usami|R Skalak",1990
23,"GB Appel|A Valeri|AS Appel|C Blum",1989
23,"RA Solomon|RL Lovitz|MT Hegemann|GB Schuessler|WL Young",1987
23,"R Skalak|L Soslowsky|E Schmalzer|T Impelluso|S Chien",1987
23,"KLP Sung|J Freedman|A Chabanel|S Chien",1985
23,"K Jan|S Usami|S Chien",1982
23,"RY Chen|RS Matteo|F Fan|GB Schuessler|S Chien",1982
23,S Chien,1977
23,"GW Tietjen|S Chien|P Scholz|FE Gump|JM Kinney",1977
23,S Chien,1973
23,"RA Rawson|S Chien|MT Peng|RJ Dellenback",1958
22,"TH Chang|HD Huang|WK Ong|YJ Fu|OK Lee|S Chien|JH Ho",2014
22,"Y Wang|B Zhao|Y Zhang|Z Tang|Q Shen|Y Zhang|W Zhang|J Du",2012
22,"YW Chien|WP Ye",1996
22,"WH Reinhart|LP Amy Sung|KL Sung|SE Bernstein|S Chien",1988
22,"CD Kuo|JJ Bai|IT Chang|JH Wang|S Chien",1988
22,"S Chien|L Krakoff",1963
21,"CJ Lin|SC Chien|CP Chen",2011
21,"J Wang|ZY Tang|W Ka|DG Sun|W Yao|ZY Wen|S Chien",2007
21,"YL Hu|JH Haga|H Miao|Y Wang|YS Li|S Chien",2006
21,"WH Reinhart|S Chien",1987
21,"S Chien|AA Kaperonis|RG King|HH Lipowsky|EA Schmalzer|LA Sung",1987
21,"S Usami|S Chien",1973
21,"RJ Dellenback|S Usami|S Chien|MI Gregersen",1969
20,"J Xu|J Mathur|E Vessières|S Hammack|K Nonomura|J Favre",2018
20,"DY Lee|TE Lin|CI Lee|J Zhou|YH Huang|PL Lee|YT Shih|S Chien",2017
20,"X Qu|W Zhu|S Huang|YS Li|S Chien|K Zhang|S Chen",2013
20,"YC Kuo|YSJ Li|J Zhou|YRV Shih|M Miller|D Broide|OKS Lee|S Chien",2013
20,"J Sun|S Lu|M Ouyang|LJ Lin|Y Zhuo|B Liu|S Chien|BG Neel|Y Wang",2013
20,"X Xu|Z Zeng|W Yao|X Wang|D Sun|W Ka|Y Zhang|X Wang|X Chen",2010
20,"Y Wang|L Flores|S Lu|H Miao|YS Li|S Chien",2009
20,"YL Hu|S Chien",2007
20,"CC Hung|CP Chen|SP Lin|SC Chien|CN Lee|WF Cheng|WS Hsieh",2006
20,"YL Chen|KM Jan|HS Lin|S Chien",1997
20,"WH Reinhart|C Huang|M Vayo|G Norwich|S Chien|R Skalak",1991
20,"WH Reinhart|SJ Danoff|S Usami|S Chien",1984
20,"R Skalak|S Chien|GW Schmid-Schönbein",1984
20,"DA Handley|S Chien",1981
20,"FC Fan|S Kim|S Simchon|RYZ Chen|GB Schuessler|S Chien",1980
20,"AM Benis|S Chien|S Usami|KM Jan",1973
20,S Chien,1971
19,"NE Ajami|S Gupta|MR Maurya|P Nguyen|JYS Li|JYJ Shyy|Z Chen",2017
19,"L Xie|Y Jiang|W Yao|L Gu|D Sun|W Ka|Z Wen|S Chien",2006
19,"SC Chien|BC Sheu|WC Chang|MZ Wu|SC Huang",2005
19,"Y Yin|KH Lim|S Weinbaum|S Chien|DS Rumschitzki",1997
19,"M Blank|RG King|L Soo|RE Abbott|S Chien",1979
19,"R Carlin|S Chien",1977
19,"KM Jan|S Chien",1973
19,"S Chien|RJ DELLENBACK",1970
19,"HM Taylor|S Chien|MI Gregersen|JL Lundberg",1965
18,"M Zhou|L Wang|Y Wu|X Zhu|Y Feng|Z Chen|Y Li|D Sun|Z Ren|A Xu",2013
18,"Z Tang|Y Wang|Y Fan|Y Zhu|S Chien|N Wang",2008
18,"SS Karuppagounder|H Xu|D Pechman|LH Chen|LA DeGiorgio",2008
18,"SS Chung|DC Huang|YJ Tsai|CS Lai|CH Tsai|PW Liu|YH Lin|CT Tsai",2006
18,"WL Young|S Chien",1989
18,"S Chien|F Fan|MML Lee|DA Handley",1984
18,"DA Handley|CM Arbeeny|S Chien",1983
18,"AA Kaperonis|JF Bertles|S Chien",1979
18,"S Chien|RJ Dellenback|S Usami|MI Gregersen",1965
18,S Chien,1964
18,"MI Gregersen|C Pallavicini|S Chien|V Kaljot|N Bates|V Temnikow",1962
18,"S Chien|S Billig",1961
17,"LA Ramsay|MC Marchetto|M Caron|SH Chen|S Busche|T Kwan",2017
17,"SY Li|PH Huang|DC Tarng|TP Lin|WC Yang|YH Chang|AH Yang",2015
17,"TL Marin|B Gongol|M Martin|SJ King|L Smith|DA Johnson",2015
17,"LA Sung|EA Kabat|S Chien",1985
17,"A Tözeren|R Skalak|B Fedorciw|KL Sung|S Chien",1984
17,"RY Chen|FC Fan|GB Schuessler|S Usami|S Chien",1983
17,"S Usami|S Chien|MI Gregersen",1971
16,"X Xie|Y Bao|N Ouyang|X Dai|K Pan|B Chen|Y Deng|X Wu|F Xu|H Li",2016
16,"CD Lau|MJ Levesque|S Chien|S Date|JH Haga",2010
16,"S Oh|KS Brammer|YSJ Li|D Teng|AJ Engler|S Chien|S Jin",2009
16,YC Fung,2001
16,"CD Kuo|JJ Bai|S Chien",1994
16,"CY Liu|DA Handley|S Chien",1985
16,"S Chien|HH Lipowsky",1982
16,"S Chien|S Weinbaum",1981
15,"TP Shentu|TS Huang|M Cernelc-Kohan|J Chan|SS Wong|CR Espinoza",2017
15,"TY Lin|TYW Wei|S Li|SC Wang|M He|M Martin|J Zhang|TP Shentu",2016
15,"SF Chang|LJ Chen|PL Lee|DY Lee|S Chien|JJ Chiu",2014
15,"Y Wang|S Chien",2007
15,"R Skalak|BA Skierczynski|SL Wung|S Chien|S Usami",1993
15,"SJ Lin|K Jan|S Chien",1990
15,"S Chien|J Dormandy|E Ernst|A Matrai",1986
15,"WH Reinhart|S Chien",1985
15,"S Chien|S Usami|KM Jan|R Skalak",1973
15,"AM Benis|S Usami|S Chien",1972
15,"MT Peng|S Chien|MI Gregersen",1958
14,"F Shang|SC Wang|CY Hsu|Y Miao|M Martin|Y Yin|CC Wu|YT Wang",2017
14,"K Iba|Y Ozasa|T Wada|T Kamiya|T Yamashita|M Aoki",2010
14,"L Gu|Y Jiang|Y Wang|W Yao|D Sun|W Ka|Z Tang|X Xu|Z Wen",2005
14,"YN Su|CN Lee|SC Chien|CC Hung|YH Chien|CA Chen",2004
14,"W Yao|K Chen|X Wang|L Xie|Z Wen|Z Yan|S Chien",2002
14,"KL Sung|S Chien",1992
14,"AL Copley|GVF Seaman",1984
14,"A Rakow|S Simchon|LA Sung|S Chien",1981
14,"HH Lipowsky|S Rofe|L Tannenbaum|JC Firrell|S Usami|S Chien",1981
14,"R Carlin|S Chien",1977
14,"MI Gregersen|CA Bryant|S Chien|RJ Dellenback|V Magazinovic",1969
14,"MI Gregersen|B Peric|S Chien|D Sinclair|C Chang|H Taylor",1965
14,S Chien,1960
13,"Y Pan|S Yoon|J Sun|Z Huang|C Lee|M Allen|Y Wu|YJ Chang",2018
13,"J Jiang|YX Qi|P Zhang|WT Gu|ZQ Yan|BR Shen|QP Yao|H Kong",2013
13,"CC Hung|SC Chien|CY Lin|CH Chang|YF Chang|YJ Jong|ST Hsieh",2007
13,"SW Chang Chien|MC Wang|JH Hsu|K Seshaiah",2006
13,"SY Lin|SC Chien|YN Su|CN Lee|CP Chen",2006
13,"SC Chien|CN Lee|CC Hung|PN Tsao|YN Su|FJ Hsieh",2003
13,"Y Huang|S Weinbaum|D Rumschitzki|S Chien",1993
13,"WH Reinhart|A Chabanel|M Vayo|S Chien",1987
13,"GW Schmid-Schönbein|S Chien",1986
13,"TW Secomb|S Chien|KM Jan|R Skalak",1983
13,"RY Chen|AE Wicks|S Chien",1980
13,"D Meek|R Gabriel|DM Piercy",1977
13,"MI Gregersen|S Chien|B Peric|H Taylor",1965
12,"YT Yeh|R Serrano|J François|JJ Chiu|YSJ Li|JC del Álamo|S Chien",2018
12,"YQ Chen|CW Chen|YL Ni|YS Huang|O Lin|S Chien|LA Sung|A Chiou",2014
12,"CP Chen|YN Su|CY Hsu|FJ Tsai|SC Chien|SR Chern|MS Lee|PC Wu",2010
12,"S Chien|PCY Chen|YC Fung",2008
12,"YC Liao|SW Chang Chien|MC Wang|Y Shen|K Seshaiah",2007
12,S Chien,2006
12,"WJ Yao|Y Liang|K Chen|LD Xie|DG Sun|XJ Wang|ZY Wen|S Chien",2002
12,"Z Wen|L Song|Z Yan|Z Lu|D Sun|S Chien",1998
12,"DW Seldin|S Simchon|KM Jan|S Chien|PO Alderson",1988
12,"WH Reinhart|LA Sung|GB Schuessler|S Chien",1986
12,"GW Schmid-Schönbein|KM Jan|R Skalak|S Chien",1984
12,"S Chien|KLP Sung|R Skalak|GW Schmid-Schönbein",1982
12,"FC Fan|RY Chen|S Chien|JW Correll",1981
12,"WM Lee|O Lebwohl|S Chien",1978
12,"S Chien|S Usami",1974
12,"LH Miller|GW Cooper|S Chien|HN Freemount",1972
12,"AM Benis|S Usami|S Chien",1971
12,"S Usami|S Chien",1963
11,"JJ Zhu|YF Liu|YP Zhang|CR Zhao|WJ Yao|YS Li|KC Wang|TS Huang",2017
11,"A Fuhrmann|J Li|S Chien|AJ Engler",2014
11,"CL Shih|YC Hung|CP Chen|SC Chien|WC Lin",2010
11,"KP Hsu|CP Chen|SC Chien|CY Hsu",2008
11,"CP Chen|SP Lin|YN Su|SC Chien|FJ Tsai|W Wang",2008
11,"CP Chen|SC Chien",2007
11,"Y Jiang|K Chen|Z Tang|Z Zeng|W Yao|D Sun|W Ka|D He|Z Wen",2006
11,"AL Baldwin|S Chien",1988
11,"AA Kaperonis|DA Handley|S Chien",1986
11,"L Arminski|S Chien|R Pfeffer|S Weinbaum",1980
11,"S Chien|S Usami|RJ Dellenback|MI Gregersen",1971
11,"MI Gregersen|B Peric|S Usami|S Chien",1964
10,S Chien,2013
10,"SC Chien|YC Li|M Ho|PC Hsu|RH Teng|WD Lin|FJ Tsai|CC Lin",2009
10,"SC CHIEN|SC TSENG|HL HWA|MC WEI",2007
10,"Z Wen|L Xie|Z Yan|W Yao|K Chen|W Ka|S Chien",2001
10,"BA Skierczynski|S Usami|S Chien|R Skalak",1993
10,"GW Schmid-Schönbein|S Chien",1989
10,GW Schmid-Schönbein,1988
10,"R Skalak|S Chien",1982
10,"AM Benis|S Chien|S Usami|KM Jan",1974
10,S Chien,1973
10,"S Chien|S Usami|RJ Dellenback|CA Bryant|MI Gregersen",1971
10,"S Chien|S Usami",1969
9,"HL Wang|CH Yang|HH Lee|JC Kuo|SS Hur|S Chien|OKS Lee",2015
9,"SS Chen|CP Chen|SC Chien|CY Hsu",2008
9,"CP Chen|TY Chang|YP Liu|FJ Tsai|SC Chien|CM Tsao|HB Yang",2008
9,"Y Zhao|S Chien|R Skalak|HH Lipowsky",2001
9,"A Chabanel|A Spiro|D Schachter|S Chien",1986
9,"H Tözeren|S Chien|A Tözeren",1984
9,"S Kim|RYZ Chen|H Wasserman|S Usami|S Chien",1984
9,"S Chien|S Usami|J Dellenback|V Magazinovic",1973
9,"S Chien|L Lukin|AP Holt|SH Cherry|WS Root|MI Gregersen",1957
8,"C Lee|J Lou|KK Wen|M McKane|SG Eskin|PA Rubenstein|S Chien",2016
8,"LJ Vasquez|AL Mann|L Chen|N Soranzo",2016
8,"S Chien|R Bashir|RM Nerem|R Pettigrew",2015
8,"W Yim|S Chien|Y Kusumoto|S Date|JH Haga",2010
8,"LK Chen|BG Sun|JH Wang|YM Jin",1994
8,"GW Schmid-Schönbein|R Skalak|S Chien",1991
8,"S Chien|K Jan|S Simchon",1990
8,"S Simchon|KM Han|S Chien",1987
8,"S Simchon|S Chien",1983
8,"L Arminski|S Weinbaum|S Chien",1982
8,"S Simchon|S Chien",1982
8,"S Weinbaum|S Chien",1980
8,"S Kim|S Usami|HH Lipowsky|S Chien",1980
8,"S Chien|S Usami|MI Gregersen",1970
8,"MI Gregersen|S Usami|S Chien|RL Swank",1965
7,"Y Wu|K Zhang|J Seong|J Fan|S Chien|Y Wang|S Lu",2016
7,"YJ Chang|HC Huang|YY Hsueh|SW Wang|FC Su|CH Chang|MJ Tang",2016
7,"SC Chien|YC Li|LH Li|JY Wu|PC Hsu|SL Shi|FJ Tsai|CC Lin",2010
7,"P Li|J Lou|Y Zhou|X Liu|Z Chen|L Weng",2009
7,"N Liu|YQ Wang|EQ Gao|ZX Chen|LH Weng",2008
7,"MC Lin|F Almus|YJ Shyy|S Chien",1995
7,"DL Wang|YN Chang|HTC Hsu|S Usami|S Chien",1992
7,"F Yuan|S Weinbaum|R Pfeffer|S Chien",1991
7,"S Simchon|RD Carlin|KM Jan|S Chien",1990
7,"CD Kuo|JJ Bai|S Chien",1989
7,"MML Lee|GB Schuessler|K Lau|S Chien",1988
7,"S Weinbaum|R Pfeffer|S Chien",1988
7,"S Chien|JJ Gargus",1987
7,"DA Handley|S Chien",1986
7,"A Tozeren|S Chien",1985
7,"JC Firrell|HH Lipowsky|S Usami|S Chien",1984
7,"AL Copley|RG King|S Chien",1983
7,"R Skalak|GW Schmid-Schönbein|S Chien",1982
7,"M Blank|RG King|L Soo|U Cogan|S Chien",1981
7,S Chien,1981
7,"RYZ Chen|MML Lee|S Chien",1979
7,S Chien,1971
7,"S Chien|S Usami|AW Rowe",1971
7,"MI Gregersen|S Usami|S Chien|RJ Dellenback",1967
7,"S Chien|RJ Dellenback|S Usami",1965
6,"S Lu|J Seong|Y Wang|S Chang|JP Eichorst|M Ouyang|JYS Li|S Chien",2014
6,"X Wang|LK San|H Nguyen|NM Shafer|MT Hernandez|Z Chen",2013
6,"CP Chen|SC Chien",2010
6,"M Bode|W Murdoch",2009
6,"PJ Butler|S Chien",2009
6,"SW Chang Chien|JH Liao|MC Wang|R Madhava",2008
6,"YJ Tsai|SS Chung|PW Liu|CH Tsai|YH Lin|CT Tsai|GH Ma|SC Chien",2007
6,"CP Chen|SC Chien|HH Lin",2007
6,"MC Chen|CW Tsai|SH Gu|T Wang|SH Lu|SW Lin|GS Yang|JK Chen",2002
6,"S Chien|SC Silverstein",1993
6,"CY Su|AI Tsai|HP Liu|LT Chen|S Chien",1991
6,"EA Schmalzer|S Chien",1989
6,"AL Baldwin|S Chien",1985
6,"AL Baldwin|S Chien",1985
6,"S Simchon|FC Fan|RY Chen|S Kim|S Chien",1985
6,"RG King|S Chien|S Usami|AL Copley",1984
6,"S Chien|LA Sung|R Skalak",1981
6,"MI Gregersen|S Usami|CA Bryant|V Magazinovic|S Chien",1970
6,"S Chien|RJ Dellenback|S Usami|GVF Seaman|MI Gregersen",1968
6,"MI Gregersen|S Chien|S Usami",1965
6,"S Usami|S CHIEN|B PERIC",1962
5,"GW Jheng|SS Hur|CM Chang|CC Wu|JS Cheng|HH Lee|BC Chung",2018
5,"YP Zhang|YT Huang|TS Huang|W Pang|JJ Zhu|YF Liu|RZ Tang",2017
5,"AE Altshuler|MJ Morgan|S Chien|GW Schmid-Schönbein",2012
5,"CP Chen|SC Chien",2010
5,"S Chien|JJ Chiu|YS Li",2009
5,"SC Chien|CP Chen|CC Lin|LC Huang|CT Hsieh|FJ Tsai",2009
5,"YY Peng|CP Chen|SC Chien|JR Chen",2008
5,"BA Skierczynski|R Skalak|S Chien",1995
5,"HJ Hsieh|YJ Shyy|YL Hu|K Rafii|S Chien",1993
5,"KL PAUL SUNG|P Kuhlman|F Maldonado|BA Lollo|SHU CHIEN",1992
5,"LA Sung|YS Fan|K Lambert|S Chien|C Lin",1991
5,"S Feng|R Skalak|S Chien",1989
5,"M Vayo|R Skalak|P Brunn|S Usami|S Chien",1986
5,"S Simchon|KM Jan|S Chien",1985
5,"S Usami|W Reinhart|S Danoff|S Chien",1984
5,"S Weinbaum|L Arminski|R Pfeffer|S Chien",1980
5,"PR Zarda|S Chien|R Skalak",1975
5,"S Chien|S Usami|RJ Dellemback|MI Gregersen",1967
5,S Chien,1960
5,"MI Gregersen|S Chien|RA Rawson|G Muelheims",1959
5,"S Chien|J Dormandy|E Ernst|A Matrai",
4,"NJ Timpson|K Walter|JL Min|I Tachmazidou|G Malerba|SY Shin",2014
4,"S Huang|T Yu|Z Chen|S Yuan|S Chen|A Xu",2012
4,"X Wang|X Chen|Z Tang|W Yao|X Liu|R Wei|X Wang|W Ka|D Sun",2009
4,"LX Chen|BC Sun|SW Zhang|YJ He|XR Li|ZJ He",2009
